hotel,NoofRooms,NoofRoomsOccupied,OccupancyRate,AverageRoomRate,RoomRevenue,FBRevenue,RoomDep,FBDep,AdmDep,OtherDep,Month,location
HowardPlazaHotelKaohsiung,271,7261,0.8931,2075,15069e3,10687e3,91,123,34,20,2015-04-01,Kaohsiung
85SkyTowerHotel,585,9979,0.5686,2726,27206102,22406081,138,210,182,45,2015-04-01,Kaohsiung
HanHsienInternational,380,8672,0.7607,2068,17935673,16158188,115,123,38,31,2015-04-01,Kaohsiung
LeesHotelKaohsiung,198,4648,0.7825,2371,11022584,15688137,55,101,28,11,2015-04-01,Kaohsiung
FullonHotelKaohsiung,250,3163,0.4217,2334,7381148,3093949,43,36,8,4,2015-04-01,Kaohsiung
HotelKingdom,297,3865,0.4198,1671,6458187,3685255,33,29,34,2,2015-05-01,Kaohsiung
HolidayGardenHotel,269,5505,0.6602,1861,10246796,8297977,43,43,41,0,2015-05-01,Kaohsiung
AmbassadorHotelKaohsiung,453,12414,0.884,2090,25944621,40949353,147,169,17,44,2015-05-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,10823,0.8008,3341,36158570,66778192,171,412,8,183,2015-05-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7673,0.9133,1999,15339e3,20398e3,91,123,34,20,2015-05-01,Kaohsiung
85SkyTowerHotel,585,11944,0.6586,2685,32064175,39619292,137,204,176,42,2015-05-01,Kaohsiung
HanHsienInternational,380,9559,0.8115,1827,17462492,29375628,114,124,38,31,2015-05-01,Kaohsiung
LeesHotelKaohsiung,198,4998,0.8143,2213,11058930,23000992,55,101,28,11,2015-05-01,Kaohsiung
FullonHotelKaohsiung,250,4226,0.5453,2159,9125003,5471537,40,35,4,9,2015-05-01,Kaohsiung
HotelKingdom,297,3510,0.3939,1612,5659643,3066333,34,30,34,2,2015-06-01,Kaohsiung
HolidayGardenHotel,269,5604,0.6944,1764,9882891,4529282,40,41,40,0,2015-06-01,Kaohsiung
AmbassadorHotelKaohsiung,453,9674,0.7118,2098,20298234,29365090,138,159,17,45,2015-06-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,10341,0.7906,3516,36359346,60431851,171,429,8,188,2015-06-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7571,0.9312,1941,14698e3,16229e3,87,121,33,21,2015-06-01,Kaohsiung
85SkyTowerHotel,585,10096,0.5753,2530,25547569,31124901,134,205,180,41,2015-06-01,Kaohsiung
HanHsienInternational,380,8574,0.7521,1902,16303700,22150490,114,122,38,32,2015-06-01,Kaohsiung
LeesHotelKaohsiung,198,4908,0.8263,2295,11261676,19464358,55,101,28,11,2015-06-01,Kaohsiung
FullonHotelKaohsiung,250,3436,0.4581,2151,7391800,3921063,38,34,4,8,2015-06-01,Kaohsiung
HotelKingdom,297,3848,0.4179,1682,6472712,2174179,35,26,33,1,2015-07-01,Kaohsiung
HolidayGardenHotel,269,5697,0.6832,1854,10562911,2930683,43,47,38,0,2015-07-01,Kaohsiung
AmbassadorHotelKaohsiung,453,10212,0.7272,2197,22434063,32967851,144,173,17,45,2015-07-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,11248,0.8322,3754,42223405,67640938,173,510,8,186,2015-07-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,8180,0.9737,2106,17226e3,15433e3,93,126,32,21,2015-07-01,Kaohsiung
85SkyTowerHotel,585,11611,0.6403,2623,30455857,31162803,141,209,177,41,2015-07-01,Kaohsiung
HanHsienInternational,380,8526,0.7238,2123,18097201,18428127,114,125,36,31,2015-07-01,Kaohsiung
LeesHotelKaohsiung,198,5226,0.8514,2195,11470543,17925966,60,101,28,11,2015-07-01,Kaohsiung
FullonHotelKaohsiung,250,3933,0.5075,2277,8954644,4109413,45,40,9,4,2015-07-01,Kaohsiung
HotelKingdom,297,3898,0.4234,1678,6539115,2387941,33,26,34,2,2015-08-01,Kaohsiung
HolidayGardenHotel,269,5846,0.701,1975,11545807,3101211,45,45,39,0,2015-08-01,Kaohsiung
AmbassadorHotelKaohsiung,453,10955,0.7801,2154,23598558,26251718,150,185,17,45,2015-08-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,9939,0.7354,3512,34902488,67416260,177,492,7,187,2015-08-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7588,0.9032,2304,17479e3,13285e3,94,128,32,22,2015-08-01,Kaohsiung
85SkyTowerHotel,585,11968,0.6599,2552,30541632,25349548,140,206,175,40,2015-08-01,Kaohsiung
HanHsienInternational,380,8526,0.7238,2142,18264854,15238891,114,127,36,31,2015-08-01,Kaohsiung
LeesHotelKaohsiung,198,5018,0.8175,2227,11173413,14103666,55,101,28,11,2015-08-01,Kaohsiung
FullonHotelKaohsiung,250,4682,0.6041,1564,7323263,4779937,43,39,9,4,2015-08-01,Kaohsiung
HotelKingdom,297,3598,0.4038,1584,5700460,2589719,32,27,33,2,2015-09-01,Kaohsiung
HolidayGardenHotel,269,4750,0.5886,1819,8640777,2515310,47,48,40,0,2015-09-01,Kaohsiung
AmbassadorHotelKaohsiung,453,10179,0.749,2126,21641209,35695938,148,185,17,44,2015-09-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,10738,0.8209,3424,36771746,57238515,183,487,8,190,2015-09-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7308,0.8989,2089,15269e3,13691e3,93,123,34,23,2015-09-01,Kaohsiung
85SkyTowerHotel,585,12472,0.7107,2343,29225013,23209618,136,206,174,41,2015-09-01,Kaohsiung
HanHsienInternational,380,7865,0.6899,1958,15400294,21536717,117,130,35,31,2015-09-01,Kaohsiung
LeesHotelKaohsiung,198,4817,0.8109,2240,10791339,17174178,55,101,28,21,2015-09-01,Kaohsiung
FullonHotelKaohsiung,250,3652,0.4869,2152,7858243,4023070,42,38,9,4,2015-09-01,Kaohsiung
HotelKingdom,297,5225,0.5675,1513,7905251,3803862,36,26,35,2,2015-10-01,Kaohsiung
HolidayGardenHotel,269,5306,0.6363,1974,10475420,7757702,48,58,39,0,2015-10-01,Kaohsiung
AmbassadorHotelKaohsiung,453,11741,0.8361,2069,24287773,39328838,145,187,17,45,2015-10-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,11125,0.8231,3547,39460986,70345445,177,485,8,204,2015-10-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7288,0.8675,2285,16655e3,20211e3,96,127,34,23,2015-10-01,Kaohsiung
85SkyTowerHotel,585,14462,0.7975,2362,34165434,37304878,138,205,175,43,2015-10-01,Kaohsiung
HanHsienInternational,380,9658,0.8199,1970,19028327,27902424,120,131,35,31,2015-10-01,Kaohsiung
LeesHotelKaohsiung,198,5210,0.8488,2205,11488931,22048798,55,101,28,21,2015-10-01,Kaohsiung
FullonHotelKaohsiung,250,4599,0.5934,1940,8919791,6151957,40,40,8,6,2015-10-01,Kaohsiung
HotelKingdom,297,5096,0.5719,1465,7463617,4627001,36,26,35,2,2015-11-01,Kaohsiung
HolidayGardenHotel,269,5681,0.704,1842,10467201,6498949,45,60,40,0,2015-11-01,Kaohsiung
AmbassadorHotelKaohsiung,453,12112,0.8912,2112,25585925,34570206,145,190,16,45,2015-11-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,11430,0.8739,3656,41792099,67401412,179,484,8,188,2015-11-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7328,0.9014,2107,15441e3,22568e3,97,127,33,22,2015-11-01,Kaohsiung
85SkyTowerHotel,585,13686,0.7798,2459,33654284,34718795,136,211,179,44,2015-11-01,Kaohsiung
HanHsienInternational,380,9579,0.8403,1974,18911464,25379256,120,133,35,32,2015-11-01,Kaohsiung
LeesHotelKaohsiung,198,4972,0.837,2230,11089860,20505398,55,101,28,21,2015-11-01,Kaohsiung
FullonHotelKaohsiung,250,4556,0.6075,1831,8341989,5461706,41,42,8,5,2015-11-01,Kaohsiung
HotelKingdom,297,4972,0.54,1578,7846965,4704692,34,30,38,2,2015-12-01,Kaohsiung
HolidayGardenHotel,269,5340,0.6404,1811,9669636,4998920,47,56,40,0,2015-12-01,Kaohsiung
AmbassadorHotelKaohsiung,453,11262,0.802,2161,24341943,42837015,141,178,16,43,2015-12-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,10808,0.7996,3682,39791357,74798430,182,484,8,191,2015-12-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,6908,0.8223,2298,15877e3,20652e3,99,128,35,22,2015-12-01,Kaohsiung
85SkyTowerHotel,585,12668,0.6985,2601,32953967,36585289,138,196,177,45,2015-12-01,Kaohsiung
HanHsienInternational,380,8738,0.7418,2076,18142727,26381235,121,136,32,32,2015-12-01,Kaohsiung
LeesHotelKaohsiung,198,5024,0.8185,2257,11339412,19776562,55,101,28,21,2015-12-01,Kaohsiung
FullonHotelKaohsiung,250,3472,0.448,2112,7333761,4507012,41,37,8,5,2015-12-01,Kaohsiung
HotelKingdom,297,4149,0.4506,1571,6519079,4818506,37,27,39,2,2016-01-01,Kaohsiung
HolidayGardenHotel,269,5043,0.6047,1853,9346574,7073932,44,52,38,0,2016-01-01,Kaohsiung
AmbassadorHotelKaohsiung,453,11193,0.7971,2097,23466464,49068329,151,178,16,44,2016-01-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,11136,0.8239,3650,40648068,89605919,177,470,8,191,2016-01-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7034,0.8373,2034,1431e4,26721e3,96,133,35,22,2016-01-01,Kaohsiung
85SkyTowerHotel,585,12152,0.6701,2352,28577448,46885216,157,196,182,31,2016-01-01,Kaohsiung
HanHsienInternational,380,8064,0.6846,2045,16494903,36219657,120,139,34,31,2016-01-01,Kaohsiung
LeesHotelKaohsiung,198,4926,0.8025,2215,10911090,26821446,65,107,11,27,2016-01-01,Kaohsiung
FullonHotelKaohsiung,250,3641,0.4698,2246,8179265,6613552,41,39,4,9,2016-01-01,Kaohsiung
HotelKingdom,297,4440,0.5155,2264,10053348,4510496,36,28,36,2,2016-02-01,Kaohsiung
HolidayGardenHotel,269,4790,0.614,2443,11700517,5199504,41,51,37,0,2016-02-01,Kaohsiung
AmbassadorHotelKaohsiung,453,9971,0.759,2662,26537886,43039432,150,167,16,41,2016-02-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,9187,0.7266,4608,42332709,78735200,175,461,8,207,2016-02-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,6378,0.8116,3029,19316e3,21317e3,96,126,35,22,2016-02-01,Kaohsiung
85SkyTowerHotel,585,10815,0.6375,3068,33181133,35230565,154,186,174,30,2016-02-01,Kaohsiung
HanHsienInternational,380,7365,0.6683,2675,19700814,23304104,120,142,34,31,2016-02-01,Kaohsiung
LeesHotelKaohsiung,198,4612,0.8032,2806,12941842,22348193,65,107,11,27,2016-02-01,Kaohsiung
FullonHotelKaohsiung,250,4048,0.5583,2952,11949277,5701583,40,45,4,8,2016-02-01,Kaohsiung
HotelKingdom,297,4325,0.4698,1495,6463879,3743977,36,24,40,2,2016-03-01,Kaohsiung
HolidayGardenHotel,269,5551,0.6657,2096,11633701,4475917,39,49,38,0,2016-03-01,Kaohsiung
AmbassadorHotelKaohsiung,453,10740,0.7648,2049,22003219,35769840,150,176,17,42,2016-03-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,11092,0.8207,3806,42221421,70370212,175,457,8,194,2016-03-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,6750,0.8035,2193,14801e3,18362e3,99,132,35,22,2016-03-01,Kaohsiung
85SkyTowerHotel,585,12169,0.671,2394,29130916,29700230,172,199,135,29,2016-03-01,Kaohsiung
HanHsienInternational,380,8644,0.7338,2093,18091264,21989268,118,136,34,33,2016-03-01,Kaohsiung
LeesHotelKaohsiung,198,5020,0.8179,2246,11275320,20618910,65,107,11,27,2016-03-01,Kaohsiung
FullonHotelKaohsiung,250,4169,0.5379,1736,7237094,3795713,43,40,8,4,2016-03-01,Kaohsiung
HotelKingdom,297,4105,0.4607,1636,6713925,3581682,37,23,35,2,2016-04-01,Kaohsiung
HolidayGardenHotel,269,4547,0.5634,1771,8052760,4904786,40,55,37,0,2016-04-01,Kaohsiung
AmbassadorHotelKaohsiung,453,10526,0.7745,2090,22003698,29011413,148,179,15,42,2016-04-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,10313,0.7885,3874,39952189,59814527,165,448,7,199,2016-04-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,6854,0.8431,2270,15559e3,13291e3,97,123,35,23,2016-04-01,Kaohsiung
85SkyTowerHotel,585,11690,0.6661,2635,30807425,25525661,171,202,137,27,2016-04-01,Kaohsiung
HanHsienInternational,380,8841,0.7755,2040,18031578,16409760,114,141,35,32,2016-04-01,Kaohsiung
LeesHotelKaohsiung,198,4928,0.8296,2312,11393129,18510755,71,113,13,28,2016-04-01,Kaohsiung
FullonHotelKaohsiung,250,4375,0.5833,1932,8452278,3781961,44,35,5,8,2016-04-01,Kaohsiung
HotelKingdom,297,3996,0.434,1582,6322849,3170207,35,24,39,2,2016-05-01,Kaohsiung
HolidayGardenHotel,269,4514,0.5413,1941,8760021,4369397,36,51,37,0,2016-05-01,Kaohsiung
AmbassadorHotelKaohsiung,453,10257,0.7304,1973,20241214,35315645,149,178,16,42,2016-05-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,9862,0.7297,3434,33868083,65608508,173,444,8,190,2016-05-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7148,0.8509,1927,13773e3,19516e3,98,127,35,23,2016-05-01,Kaohsiung
85SkyTowerHotel,585,11370,0.627,2327,26454901,35359534,171,200,138,27,2016-05-01,Kaohsiung
HanHsienInternational,380,8741,0.742,1925,16823732,20242445,115,136,36,31,2016-05-01,Kaohsiung
LeesHotelKaohsiung,198,4634,0.755,2259,10467249,22199882,70,107,13,27,2016-05-01,Kaohsiung
FullonHotelKaohsiung,250,4194,0.5412,1712,7180761,4718445,43,36,4,10,2016-05-01,Kaohsiung
HotelKingdom,297,4566,0.5125,1812,8272234,3551981,35,28,38,2,2016-06-01,Kaohsiung
HolidayGardenHotel,269,4392,0.5442,1896,8327265,3750871,41,52,30,0,2016-06-01,Kaohsiung
AmbassadorHotelKaohsiung,453,11147,0.8202,2049,22843879,31083036,146,181,15,42,2016-06-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,10524,0.8046,3722,39173676,64891570,175,443,8,193,2016-06-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7162,0.8809,2124,15209e3,15346e3,96,124,35,23,2016-06-01,Kaohsiung
85SkyTowerHotel,585,12841,0.7317,2701,34680717,28411411,141,200,159,31,2016-06-01,Kaohsiung
HanHsienInternational,380,8302,0.7282,2054,17053080,16636933,113,136,42,25,2016-06-01,Kaohsiung
LeesHotelKaohsiung,198,4408,0.7421,2401,10583786,16355421,72,107,13,27,2016-06-01,Kaohsiung
FullonHotelKaohsiung,250,4600,0.6133,1781,8192651,3987230,42,40,4,10,2016-06-01,Kaohsiung
HotelKingdom,297,3984,0.4327,1692,6739481,3352957,39,32,36,2,2016-07-01,Kaohsiung
HolidayGardenHotel,269,4424,0.5305,1867,8260023,3138165,40,42,28,0,2016-07-01,Kaohsiung
AmbassadorHotelKaohsiung,453,11343,0.8077,2055,23310364,35861082,152,178,16,42,2016-07-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,9694,0.7172,3855,37370418,67536828,187,485,8,215,2016-07-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7381,0.8786,2341,17277e3,16547e3,103,133,34,22,2016-07-01,Kaohsiung
85SkyTowerHotel,585,10020,0.5525,2457,24621980,30064769,162,201,139,33,2016-07-01,Kaohsiung
HanHsienInternational,380,9465,0.8035,1952,18478489,23759065,113,141,35,31,2016-07-01,Kaohsiung
LeesHotelKaohsiung,198,5035,0.8203,2325,11706378,17876839,69,105,12,26,2016-07-01,Kaohsiung
FullonHotelKaohsiung,250,4487,0.579,2033,9120330,4418021,40,42,4,16,2016-07-01,Kaohsiung
HotelKingdom,297,3882,0.4216,1722,6684005,2876206,37,37,33,2,2016-08-01,Kaohsiung
HolidayGardenHotel,269,3909,0.4688,1911,7470997,1933167,38,37,26,0,2016-08-01,Kaohsiung
AmbassadorHotelKaohsiung,453,9600,0.6836,2094,20101935,29898333,149,177,16,43,2016-08-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,10044,0.7431,3633,36490364,62895362,190,469,8,199,2016-08-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7058,0.8401,2376,16769e3,1251e4,104,123,35,22,2016-08-01,Kaohsiung
85SkyTowerHotel,585,10330,0.5696,2634,27207840,26540666,160,204,136,33,2016-08-01,Kaohsiung
HanHsienInternational,380,7429,0.6306,2183,16216386,13077025,114,138,36,31,2016-08-01,Kaohsiung
LeesHotelKaohsiung,198,4622,0.753,2385,11023265,11966821,72,106,12,26,2016-08-01,Kaohsiung
FullonHotelKaohsiung,250,3312,0.4274,2296,7605704,3289791,41,40,4,16,2016-08-01,Kaohsiung
HotelKingdom,297,3212,0.3605,1529,4912678,3529524,37,32,34,2,2016-09-01,Kaohsiung
HolidayGardenHotel,269,3464,0.4292,1875,6493274,1931894,39,30,27,0,2016-09-01,Kaohsiung
AmbassadorHotelKaohsiung,453,8957,0.6591,2067,18514144,39883265,150,175,16,42,2016-09-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,9991,0.7638,3524,35206317,57941839,192,477,8,198,2016-09-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,6347,0.7807,2100,1333e4,16954e3,101,123,34,22,2016-09-01,Kaohsiung
85SkyTowerHotel,585,9553,0.5443,2467,23568076,23908830,163,202,140,33,2016-09-01,Kaohsiung
HanHsienInternational,380,6122,0.537,2046,12525947,21984994,113,137,37,30,2016-09-01,Kaohsiung
LeesHotelKaohsiung,198,3582,0.603,2275,8148641,19309199,70,105,12,26,2016-09-01,Kaohsiung
FullonHotelKaohsiung,250,2360,0.3147,2162,5101909,4262327,41,45,9,10,2016-09-01,Kaohsiung
HotelKingdom,297,4049,0.4398,1787,7233555,4272968,36,29,34,2,2016-10-01,Kaohsiung
HolidayGardenHotel,269,4590,0.5504,1837,8431427,5959389,38,34,28,0,2016-10-01,Kaohsiung
AmbassadorHotelKaohsiung,453,11818,0.8416,2016,23827068,37608202,151,180,16,45,2016-10-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,11186,0.8276,3650,40826946,69034653,192,475,8,197,2016-10-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,6894,0.8206,2285,1575e4,20646e3,100,127,34,23,2016-10-01,Kaohsiung
85SkyTowerHotel,585,12189,0.6721,2425,29559087,33422033,160,202,140,33,2016-10-01,Kaohsiung
HanHsienInternational,380,8991,0.7632,1985,17845357,27909809,110,138,36,32,2016-10-01,Kaohsiung
LeesHotelKaohsiung,198,4328,0.7051,2235,9672865,23248830,71,105,12,25,2016-10-01,Kaohsiung
FullonHotelKaohsiung,250,3198,0.4126,2252,7202201,4856241,47,43,8,11,2016-10-01,Kaohsiung
HotelKingdom,297,4119,0.4623,1062,4375042,4429034,36,30,35,2,2016-11-01,Kaohsiung
HolidayGardenHotel,269,4927,0.6105,1778,8758789,5206112,37,34,29,0,2016-11-01,Kaohsiung
AmbassadorHotelKaohsiung,453,11235,0.8267,2091,23488106,33691476,152,178,16,46,2016-11-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,11406,0.872,3699,42186580,65291440,191,466,8,198,2016-11-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7438,0.9149,2211,16446e3,19013e3,103,130,35,22,2016-11-01,Kaohsiung
85SkyTowerHotel,585,14240,0.8114,2580,36735860,36139047,142,205,165,34,2016-11-01,Kaohsiung
HanHsienInternational,380,9263,0.8125,2013,18650163,24550009,108,133,35,31,2016-11-01,Kaohsiung
LeesHotelKaohsiung,198,4672,0.7865,2155,10067751,20846970,70,103,12,25,2016-11-01,Kaohsiung
FullonHotelKaohsiung,250,3600,0.48,2046,7365480,4110210,45,37,8,11,2016-11-01,Kaohsiung
HotelKingdom,297,4188,0.4549,2746,11498799,9348354,35,33,33,2,2016-12-01,Kaohsiung
HolidayGardenHotel,269,4234,0.5077,1691,7158091,6453872,37,36,30,0,2016-12-01,Kaohsiung
AmbassadorHotelKaohsiung,453,10489,0.7469,2185,22914916,39552630,151,172,16,46,2016-12-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,10507,0.7774,3960,41607033,83502559,186,473,8,198,2016-12-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,7484,0.8908,2074,15519e3,20849e3,102,131,34,22,2016-12-01,Kaohsiung
85SkyTowerHotel,585,11918,0.6572,2655,31643035,36715724,161,205,138,29,2016-12-01,Kaohsiung
HanHsienInternational,380,8430,0.7156,2089,17610014,26346707,109,133,37,30,2016-12-01,Kaohsiung
LeesHotelKaohsiung,198,4637,0.7555,2195,10178784,24142083,70,101,12,28,2016-12-01,Kaohsiung
FullonHotelKaohsiung,250,2889,0.3728,2299,6642543,3283769,45,38,8,11,2016-12-01,Kaohsiung
HotelKingdom,297,2910,0.3161,1991,5794386,4562770,36,29,34,2,2017-01-01,Kaohsiung
HolidayGardenHotel,269,2648,0.3175,2354,6234600,7240131,37,37,30,0,2017-01-01,Kaohsiung
AmbassadorHotelKaohsiung,453,8403,0.5984,2510,21088825,54701095,155,182,18,46,2017-01-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,9314,0.6891,4091,38099773,91937826,184,453,8,199,2017-01-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,6447,0.7674,2523,16264e3,29233e3,99,128,34,22,2017-01-01,Kaohsiung
85SkyTowerHotel,585,10725,0.5914,2872,30804030,52876845,164,200,134,27,2017-01-01,Kaohsiung
HanHsienInternational,380,6356,0.5396,2487,15804565,32843994,109,139,37,32,2017-01-01,Kaohsiung
LeesHotelKaohsiung,198,4555,0.7421,2325,10590398,32891560,70,101,12,28,2017-01-01,Kaohsiung
FullonHotelKaohsiung,250,2673,0.3449,2966,7928758,4861179,47,29,8,11,2017-01-01,Kaohsiung
HotelKingdom,297,3601,0.433,1670,6013793,2921844,38,29,36,2,2017-02-01,Kaohsiung
HolidayGardenHotel,269,3833,0.5089,1930,7398054,2720113,40,36,31,0,2017-02-01,Kaohsiung
AmbassadorHotelKaohsiung,453,9016,0.7108,2190,19747001,38724992,151,176,18,44,2017-02-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,9320,0.7634,4433,41316651,61302004,181,543,8,124,2017-02-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,5865,0.7729,2335,13694e3,14092e3,95,121,34,22,2017-02-01,Kaohsiung
85SkyTowerHotel,585,8810,0.5379,2561,22560844,23801867,158,193,131,27,2017-02-01,Kaohsiung
HanHsienInternational,380,6858,0.6445,2068,14181217,18305244,110,139,36,31,2017-02-01,Kaohsiung
LeesHotelKaohsiung,198,4091,0.7379,2230,9123983,20347716,71,101,12,28,2017-02-01,Kaohsiung
FullonHotelKaohsiung,250,3092,0.4417,2363,7305873,2876542,46,35,8,10,2017-02-01,Kaohsiung
HotelKingdom,297,3730,0.4051,1483,5532639,2620272,40,29,44,2,2017-03-01,Kaohsiung
HolidayGardenHotel,269,3967,0.4757,2166,8591578,2839873,42,36,31,0,2017-03-01,Kaohsiung
AmbassadorHotelKaohsiung,453,10635,0.7573,2105,22383224,31185870,149,180,17,46,2017-03-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,10996,0.8136,3786,41632345,59862861,180,471,8,198,2017-03-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,6620,0.788,2232,14773e3,15712e3,95,122,34,22,2017-03-01,Kaohsiung
85SkyTowerHotel,585,12134,0.6691,2554,30995985,29645345,155,202,131,28,2017-03-01,Kaohsiung
HanHsienInternational,380,7739,0.657,2080,16097661,18581637,108,132,34,30,2017-03-01,Kaohsiung
LeesHotelKaohsiung,198,4085,0.6655,2125,8680283,18046372,72,102,12,28,2017-03-01,Kaohsiung
FullonHotelKaohsiung,250,3192,0.4119,1992,6359876,3009048,47,35,8,10,2017-03-01,Kaohsiung
HotelKingdom,297,3023,0.3393,1531,4626853,2713376,38,37,26,2,2017-04-01,Kaohsiung
HolidayGardenHotel,269,3473,0.4304,1613,5602767,4756893,42,36,31,0,2017-04-01,Kaohsiung
AmbassadorHotelKaohsiung,453,10395,0.7649,2114,21980142,36982054,149,175,17,46,2017-04-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,8982,0.6867,3452,31006920,63436759,183,463,8,199,2017-04-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,6454,0.7938,2345,15132e3,17853e3,96,114,34,21,2017-04-01,Kaohsiung
85SkyTowerHotel,585,11064,0.6304,2443,27023989,28243079,147,207,132,28,2017-04-01,Kaohsiung
HanHsienInternational,380,7686,0.6742,1999,15365554,18267747,104,130,31,30,2017-04-01,Kaohsiung
LeesHotelKaohsiung,198,4086,0.6879,2155,8804321,23427550,71,101,12,27,2017-04-01,Kaohsiung
FullonHotelKaohsiung,250,3923,0.5231,2005,7863745,3220809,43,36,8,8,2017-04-01,Kaohsiung
HotelKingdom,297,2867,0.3114,1657,4750090,3029463,39,30,37,2,2017-05-01,Kaohsiung
HolidayGardenHotel,269,3122,0.3744,1944,6069808,1823381,43,36,31,0,2017-05-01,Kaohsiung
AmbassadorHotelKaohsiung,453,10202,0.7265,1971,20107159,37897734,149,174,18,44,2017-05-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,9564,0.7076,3340,31941966,66206670,183,454,8,198,2017-05-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,5650,0.6725,2248,12704e3,16132e3,94,118,34,22,2017-05-01,Kaohsiung
85SkyTowerHotel,585,11097,0.6119,2313,25669863,31055381,150,208,134,27,2017-05-01,Kaohsiung
HanHsienInternational,380,6408,0.544,1997,12796422,17967202,105,129,30,32,2017-05-01,Kaohsiung
LeesHotelKaohsiung,198,3941,0.6421,2115,8334361,22031408,71,101,12,27,2017-05-01,Kaohsiung
FullonHotelKaohsiung,250,3893,0.5023,1922,7480616,3034058,42,32,8,8,2017-05-01,Kaohsiung
HotelKingdom,297,2883,0.3236,1463,4216494,2527813,39,35,38,2,2017-06-01,Kaohsiung
HolidayGardenHotel,269,3467,0.4296,1678,5816888,1763483,43,36,31,0,2017-06-01,Kaohsiung
AmbassadorHotelKaohsiung,453,10281,0.7565,1989,20453711,34693839,135,153,19,43,2017-06-01,Kaohsiung
GrandHiLaiHotelKaohsiung,436,10005,0.7649,3454,34555333,57021322,174,454,8,209,2017-06-01,Kaohsiung
HowardPlazaHotelKaohsiung,271,6504,0.8,2180,14181e3,15099e3,91,121,34,21,2017-06-01,Kaohsiung
85SkyTowerHotel,585,10151,0.5784,2442,24790011,26966201,148,191,133,28,2017-06-01,Kaohsiung
HanHsienInternational,380,7607,0.6673,1940,14759345,16683828,108,127,37,25,2017-06-01,Kaohsiung
LeesHotelKaohsiung,198,3775,0.6355,2130,8041738,19330660,71,100,12,27,2017-06-01,Kaohsiung
FullonHotelKaohsiung,250,3990,0.532,1708,6813397,3304723,41,34,8,8,2017-06-01,Kaohsiung
HotelKingdom,297,2587,0.281,1455,3764259,2251557,36,33,38,2,2017-07-01,Kaohsiung
HolidayGardenHotel,269,3190,0.3825,1662,5300594,1795152,45,43,32,0,2017-07-01,Kaohsiung
AmbassadorHotelKaohsiung,453,10113,0.7201,2042,20645734,32363042,128,170,19,59,2017-07-01,Kaohsiung
